source,ccn,providerName,legalBusinessName,ownershipType,address,city,state,zipCode,telephone,averageResidentsPerDay,nurseHoursPerResidentDay,estimatedNursingFte,facilitiesInChain,chainName,targetScore,sizeRationale,nextStep
CMS nursing home provider info,375376,Muskogee Nursing Center,MUSKOGEE HEALTH SERVICES LLC,For profit - Individual,602 North M Street,Muskogee,OK,74403,9186829232,36.8,3.158,14.5,0,,71,36.8 residents × 3.158 nursing hours/resident/day ÷ 8h = 14.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,375410,Gran Gran's Place,GGP LLC,For profit - Partnership,1110 South Cornwell Drive,Yukon,OK,73099,4053502311,28.9,4.591,16.6,0,,71,28.9 residents × 4.591 nursing hours/resident/day ÷ 8h = 16.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,375525,Franciscan Villa,FRANCISCAN VILLA SNF OPERATIONS LLC,For profit - Individual,17110 East 51St Street,Broken Arrow,OK,74012,9183551596,95.8,3.700,44.3,0,,71,95.8 residents × 3.700 nursing hours/resident/day ÷ 8h = 44.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,375563,TIDWELL LIVING CENTER,"TIDWELL HEALTHCARE, LLC",For profit - Individual,900 W RANCHWOOD DRIVE,WILBURTON,OK,74578,9184655020,32.4,3.996,16.2,0,,71,32.4 residents × 3.996 nursing hours/resident/day ÷ 8h = 16.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,395034,Vincentian Home,VINCENTIAN HOME,Non profit - Corporation,111 PERRYMONT ROAD,PITTSBURGH,PA,15237,4123665600,87.9,4.267,46.9,0,,71,87.9 residents × 4.267 nursing hours/resident/day ÷ 8h = 46.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,395237,WYOMISSING HEALTH AND REHABILITATION CENTER,WYM OP HOLDINGS LLC,For profit - Limited Liability company,1000 EAST WYOMISSING BLVD,READING,PA,19611,6103763991,97.9,3.569,43.7,0,,71,97.9 residents × 3.569 nursing hours/resident/day ÷ 8h = 43.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,395336,QUARRYVILLE PRESBYTERIAN RETIREMENT COMMUNITY,QUARRYVILLE PRESBYTERIAN RETIREMENT COMMUNITY,Non profit - Church related,625 ROBERT FULTON HIGHWAY,QUARRYVILLE,PA,17566,7177867321,93.1,3.870,45.0,0,,71,93.1 residents × 3.870 nursing hours/resident/day ÷ 8h = 45.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,395756,JUNIPER VILLAGE AT BROOKLINE-REHABILITATION AND SK,JUNIPER VILLAGE AT STATE COLLEGE OPERATIONS II LLC,For profit - Corporation,1950 CLIFFSIDE DRIVE,STATE COLLEGE,PA,16801,8142383139,51.5,4.654,30.0,3,JUNIPER COMMUNITIES,71,51.5 residents × 4.654 nursing hours/resident/day ÷ 8h = 30.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,395784,LeTort Spring Nursing and Rehab LLC,CHURCH OF GOD HOME INC,For profit - Limited Liability company,801 N. HANOVER STREET,CARLISLE,PA,17013,7172495322,102.4,3.361,43.0,0,,71,102.4 residents × 3.361 nursing hours/resident/day ÷ 8h = 43.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,395959,"CARING PLACE, THE",GROVE MANOR CORPORATION,Non profit - Church related,103 N. THIRTEENTH STREET,FRANKLIN,PA,16323,8144324491,94.3,3.788,44.6,0,,71,94.3 residents × 3.788 nursing hours/resident/day ÷ 8h = 44.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,396069,Concordia at Arbutus Park,ARBUTUS PARK MANOR,Non profit - Corporation,207 OTTAWA STREET,JOHNSTOWN,PA,15904,8142668621,98.0,3.558,43.6,0,,71,98.0 residents × 3.558 nursing hours/resident/day ÷ 8h = 43.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,425122,Inman Healthcare,INMAN OPERATIONS LLC,For profit - Limited Liability company,51 N Main St,Inman,SC,29349,8644729370,36.7,3.248,14.9,0,,71,36.7 residents × 3.248 nursing hours/resident/day ÷ 8h = 14.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,425401,Still Hopes Episcopal Retirement Community,SOUTH CAROLINA EPISCOPAL HOME AT STILL HOPES,Non profit - Corporation,1 Still Hopes Drive,West Columbia,SC,29169,8037966490,20.2,7.607,19.2,0,,71,20.2 residents × 7.607 nursing hours/resident/day ÷ 8h = 19.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,425411,Bishop Gadsden Episcopal Health Care Center,BISHOP GADSDEN EPISCOPAL RETIREMENT COMMUNITY,Non profit - Corporation,1 Bishop Gadsden Way,Charleston,SC,29412,8437623300,26.0,5.375,17.5,0,,71,26.0 residents × 5.375 nursing hours/resident/day ÷ 8h = 17.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,435038,TEKAKWITHA LIVING CENTER,TEKAKWITHA NURSING CENTER INC,Non profit - Corporation,6 E CHESTNUT,SISSETON,SD,57262,6056987693,40.9,2.666,13.6,0,,71,40.9 residents × 2.666 nursing hours/resident/day ÷ 8h = 13.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,435062,"Alcester Care And Rehab Center, Inc",ALCESTER CARE & REHAB CENTER INC,For profit - Corporation,101 CHURCH STREET,ALCESTER,SD,57001,6059342011,40.1,2.737,13.7,0,,71,40.1 residents × 2.737 nursing hours/resident/day ÷ 8h = 13.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,435080,Bethesda Of Beresford,BETHESDA OF BERESFORD,Non profit - Corporation,606 W CEDAR,BERESFORD,SD,57004,6057632050,34.1,3.686,15.7,0,,71,34.1 residents × 3.686 nursing hours/resident/day ÷ 8h = 15.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,43A113,AVERA OAHE MANOR,Legal Business Name Not Available,Non profit - Corporation,700 E GARFIELD,GETTYSBURG,SD,57442,6057652461,35.4,3.499,15.5,0,,71,35.4 residents × 3.499 nursing hours/resident/day ÷ 8h = 15.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,45E341,HIGHLAND NURSING CENTER,Legal Business Name Not Available,For profit - Corporation,5819 PECAN VALLEY DR,SAN ANTONIO,TX,78223,2105321911,32.9,3.811,15.7,0,,71,32.9 residents × 3.811 nursing hours/resident/day ÷ 8h = 15.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,465086,Mountain View Health Services,COUNTRY MEADOW SNF LC,For profit - Limited Liability company,5865 South Wasatch Drive,Ogden,UT,84403,8014798480,37.3,3.082,14.4,0,,71,37.3 residents × 3.082 nursing hours/resident/day ÷ 8h = 14.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,495057,GOODWIN HOUSE ALEXANDRIA,GOODWIN HOUSE INCORPORATED,Non profit - Church related,4800 FILLMORE AVE,ALEXANDRIA,VA,22311,7038241192,75.5,5.338,50.4,0,,71,75.5 residents × 5.338 nursing hours/resident/day ÷ 8h = 50.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,515151,GRANT REHABILITATION AND CARE CENTER,GRANT REHAB & CARE CENTER,Government - County,127 EARLY AVENUE,PETERSBURG,WV,26847,3042574233,87.6,4.249,46.5,0,,71,87.6 residents × 4.249 nursing hours/resident/day ÷ 8h = 46.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,525433,NEIGHBORS - CENTRAL NEIGHBORHOOD (THE),COUNTY OF DUNN,Government - County,2901 FORBES AVE,MENOMONIE,WI,54751,7152322661,30.6,4.301,16.5,0,,71,30.6 residents × 4.301 nursing hours/resident/day ÷ 8h = 16.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,555578,HOLIDAY MANOR CARE CENTER,SELA HEALTHCARE INC,For profit - Limited Liability company,20554 ROSCOE BLVD,CANOGA PARK,CA,91306,8183419800,89.2,4.141,46.2,0,,71,89.2 residents × 4.141 nursing hours/resident/day ÷ 8h = 46.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,555878,"GRANITE HILLS HEALTHCARE & WELLNESS CENTRE, LLC","GRANITE HILLS HEALTHCARE & WELLNESS CENTRE, LLC",For profit - Limited Liability company,1340 E MADISON AVE,EL CAJON,CA,92021,6194471020,90.4,4.057,45.8,0,,71,90.4 residents × 4.057 nursing hours/resident/day ÷ 8h = 45.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,555905,"SERENETHOS CARE CENTER, LLC","SERENETHOS CARE CENTER, LLC",For profit - Limited Liability company,22822 MYRTLE STREET,HAYWARD,CA,94541,5105374844,31.9,3.994,15.9,0,,71,31.9 residents × 3.994 nursing hours/resident/day ÷ 8h = 15.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,675534,WHEELER NURSING & REHABILITATION,TERREL II INVESTMENTS LLC,For profit - Limited Liability company,1000 S KIOWA ST,WHEELER,TX,79096,8068263505,37.7,3.080,14.5,0,,71,37.7 residents × 3.080 nursing hours/resident/day ÷ 8h = 14.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,015023,HATLEY HEALTH CARE INC,"HATLEY HEALTH CARE, INC.",For profit - Corporation,300 MEDICAL CENTER DRIVE,CLANTON,AL,35045,2057554960,95.9,3.799,45.5,0,,70,95.9 residents × 3.799 nursing hours/resident/day ÷ 8h = 45.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,055255,CORONA HEALTH CARE CENTER,CORONA CARE LLC,For profit - Limited Liability company,1400 CIRCLE CITY DRIVE,CORONA,CA,92879,9517350252,88.9,4.246,47.2,0,,70,88.9 residents × 4.246 nursing hours/resident/day ÷ 8h = 47.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,055597,Maywood Acres Healthcare,"MILWOOD HEALTHCARE, INC",For profit - Limited Liability company,2641 South C Street,Oxnard,CA,93033,8054877840,99.1,3.573,44.3,0,,70,99.1 residents × 3.573 nursing hours/resident/day ÷ 8h = 44.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,056298,WE CARE SKILLED NURSING - FREMONT,"WE CARE SKILLED NURSING-FREMONT, LLC",For profit - Limited Liability company,2100 PARKSIDE DRIVE,FREMONT,CA,94536,5107975300,90.3,4.189,47.3,0,,70,90.3 residents × 4.189 nursing hours/resident/day ÷ 8h = 47.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,056483,"SHERWOOD OAKS POST ACUTE CARE, LLC","SHERWOOD OAKS POST ACUTE CARE, LLC.",For profit - Partnership,130 DANA STREET,FORT BRAGG,CA,95437,7079646333,32.3,3.851,15.5,0,,70,32.3 residents × 3.851 nursing hours/resident/day ÷ 8h = 15.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,105449,MIAMI SHORES NURSING AND REHAB CENTER,DOS OF NORTH SHORE LTD,For profit - Limited Liability company,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,89.1,4.221,47.0,0,,70,89.1 residents × 4.221 nursing hours/resident/day ÷ 8h = 47.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,105975,COMMUNITY HEALTH AND REHABILITATION CENTER,REHABILITATION CENTER LLC,For profit - Limited Liability company,3611 TRANSMITTER ROAD,PANAMA CITY,FL,32404,8505884643,97.0,3.719,45.1,0,,70,97.0 residents × 3.719 nursing hours/resident/day ÷ 8h = 45.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,115329,HARBORVIEW HEALTH SYSTEMS THOMASTON,HARBORVIEW THOMASTON LLC,For profit - Limited Liability company,310 AVENUE F,THOMASTON,GA,30286,7066476676,106.4,3.186,42.4,0,,70,106.4 residents × 3.186 nursing hours/resident/day ÷ 8h = 42.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,145971,NORTHBROOK HEALTH AND REHAB,"NORTHBROOK HEALTH AND REHAB, LLC",For profit - Limited Liability company,4101 LAKE COOK ROAD,NORTHBROOK,IL,60062,8475621770,109.6,3.045,41.7,0,,70,109.6 residents × 3.045 nursing hours/resident/day ÷ 8h = 41.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,146167,FOSTER HEALTH & REHAB CENTER,FOSTER HEALTH & REHABILITATION CENTER LLC,For profit - Limited Liability company,2840 WEST FOSTER AVENUE,CHICAGO,IL,60625,7735612040,35.0,3.262,14.3,0,,70,35.0 residents × 3.262 nursing hours/resident/day ÷ 8h = 14.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,146176,CELEBRATE SENIOR LIVING NILES,ELEVATE SAINT ANDREW LIVING COMMUNITY LLC,Non profit - Other,7000 NORTH NEWARK,NILES,IL,60714,8476478332,49.3,4.798,29.6,3,CELEBRATE SENIOR LIVING,70,49.3 residents × 4.798 nursing hours/resident/day ÷ 8h = 29.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,155153,HEALTHWIN HEALTH & REHABILITATION,PULASKI MEMORIAL HOSPITAL,For profit - Corporation,20531 DARDEN RD,SOUTH BEND,IN,46637,5742720100,89.4,4.237,47.4,0,,70,89.4 residents × 4.237 nursing hours/resident/day ÷ 8h = 47.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,15E064,BROOKSIDE CARE STRATEGIES,Legal Business Name Not Available,For profit - Corporation,505 N GAVIN ST,MUNCIE,IN,47303,7652891915,38.7,2.694,13.0,0,,70,38.7 residents × 2.694 nursing hours/resident/day ÷ 8h = 13.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,15E683,MORGANTOWN WOODS OF JOURNEY,Legal Business Name Not Available,Government - County,140 W WASHINGTON ST,MORGANTOWN,IN,46160,8125974418,36.4,3.058,13.9,0,,70,36.4 residents × 3.058 nursing hours/resident/day ÷ 8h = 13.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,165259,Thornton Manor Nursing and Care Center,LANSING HOUSING CORPORATION,Non profit - Corporation,1329 Main Street,Lansing,IA,52151,5635384236,31.4,3.877,15.2,0,,70,31.4 residents × 3.877 nursing hours/resident/day ÷ 8h = 15.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,165481,Mayflower Home,MAYFLOWER HOMES INC,Non profit - Church related,616 Broad Street,Grinnell,IA,50112,6412366151,28.1,4.655,16.3,0,,70,28.1 residents × 4.655 nursing hours/resident/day ÷ 8h = 16.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,165586,Timely Mission Nursing Home,TIMELY MISSION NURSING HOME,Non profit - Corporation,109 Mission Drive,Buffalo Center,IA,50424,6415622494,36.1,3.086,13.9,0,,70,36.1 residents × 3.086 nursing hours/resident/day ÷ 8h = 13.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,175355,EVERGREEN COMMUNITY OF JOHNSON COUNTY,EVERGREEN LIVING INNOVATIONS INC,Non profit - Corporation,"11875 S SUNSET DRIVE, SUITE 100",OLATHE,KS,66061,9134778227,76.7,5.259,50.4,0,,70,76.7 residents × 5.259 nursing hours/resident/day ÷ 8h = 50.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,175492,PARK VILLA,CLYDE DEVELOPMENT INC,Non profit - Corporation,114 S HIGH ST,CLYDE,KS,66938,7854462818,31.9,3.911,15.6,0,,70,31.9 residents × 3.911 nursing hours/resident/day ÷ 8h = 15.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,175497,RIVERVIEW ESTATES,RIVERVIEW ESTATES INC,Non profit - Corporation,202 S WASHINGTON STREET,MARQUETTE,KS,67464,7855462211,29.8,4.347,16.2,0,,70,29.8 residents × 4.347 nursing hours/resident/day ÷ 8h = 16.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,175571,REDBUD VILLAGE,ROOKS COUNTY SENIOR SERVICES INC,Non profit - Other,1000 S WASHINGTON STREET,PLAINVILLE,KS,67663,7854344536,32.0,3.729,14.9,0,,70,32.0 residents × 3.729 nursing hours/resident/day ÷ 8h = 14.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,195221,ORMOND NURSING & CARE CENTER,"COMMUNITY CARE CENTER OF DESTREHAN, LLC",For profit - Limited Liability company,22 PLANTATION ROAD,DESTREHAN,LA,70047,9857641793,105.0,3.285,43.1,0,,70,105.0 residents × 3.285 nursing hours/resident/day ÷ 8h = 43.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,195577,PRAIRIE MANOR NURSING HOME,"PRAIRIE MANOR, INC.",Non profit - Corporation,1050 EDWIN ELLIOTT DRIVE,PINE PRAIRIE,LA,70576,3375992031,82.7,4.770,49.3,0,,70,82.7 residents × 4.770 nursing hours/resident/day ÷ 8h = 49.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,205143,Cummings Health Care Facility,CUMMINGS HEALTH CARE FACILITY INC.,For profit - Corporation,5 CROCKER STREET,HOWLAND,ME,04448,2077324121,31.0,4.100,15.9,0,,70,31.0 residents × 4.100 nursing hours/resident/day ÷ 8h = 15.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,215337,Fahrney-Keedy Memorial Home,"FAHRNEY-KEEDY MEMORIAL HOME, INC",Non profit - Corporation,8507 MAPLEVILLE ROAD,BOONSBORO,MD,21713,3016715013,91.3,4.072,46.5,0,,70,91.3 residents × 4.072 nursing hours/resident/day ÷ 8h = 46.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,225281,SKILLED NURSING FACILITY AT NORTH HILL (THE),"NORTH HILL NEEDHAM, INC.",Non profit - Corporation,865 CENTRAL AVENUE,NEEDHAM,MA,02492,7814449910,62.0,6.848,53.1,0,,70,62.0 residents × 6.848 nursing hours/resident/day ÷ 8h = 53.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,235005,Maples Benzie County Medical Care,MAPLES-BENZIE COUNTY MEDICAL CARE FACILITY,Government - County,210 Maple Street,Frankfort,MI,49635,2313529674,78.8,5.051,49.7,0,,70,78.8 residents × 5.051 nursing hours/resident/day ÷ 8h = 49.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,245440,WHISPERING CREEK,JANESVILLE NURSING HOME,Government - City,102 EAST NORTH STREET,JANESVILLE,MN,56048,5072315113,30.5,4.113,15.7,0,,70,30.5 residents × 4.113 nursing hours/resident/day ÷ 8h = 15.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,265796,PEARL'S II EDEN FOR ELDERS,PEARL'S II EDEN FOR ELDERS LLC,For profit - Limited Liability company,611 NORTH COLLEGE,PRINCETON,MO,64673,6607484407,33.2,3.637,15.1,0,,70,33.2 residents × 3.637 nursing hours/resident/day ÷ 8h = 15.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,305100,FAIRVIEW NURSING HOME,"MERRIMAC MEDICAL INVESTORS, LLC",For profit - Limited Liability company,203 LOWELL ROAD,HUDSON,NH,03051,6038825261,93.6,3.918,45.8,0,,70,93.6 residents × 3.918 nursing hours/resident/day ÷ 8h = 45.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,315483,Plaza Healthcare & Rehabilitation Center,PLAZA HEALTH CARE & REHAB. CENT.,For profit - Partnership,456 RAHWAY AVENUE,ELIZABETH,NJ,07202,9083541300,104.1,3.298,42.9,0,,70,104.1 residents × 3.298 nursing hours/resident/day ÷ 8h = 42.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,315504,WEDGWOOD GARDENS CARE CENTER,WEDGWOOD GARDENS CARE CENTER,For profit - Partnership,3419 HIGHWAY 9,FREEHOLD,NJ,07728,7326771200,110.4,2.994,41.3,0,,70,110.4 residents × 2.994 nursing hours/resident/day ÷ 8h = 41.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,335357,THE PINES HEALTHCARE & REHAB CENTERS OLEAN CAMPUS,COUNTY OF CATTARAUGUS,Government - County,2245 WEST STATE STREET,OLEAN,NY,14760,7163731910,100.1,3.500,43.8,0,,70,100.1 residents × 3.500 nursing hours/resident/day ÷ 8h = 43.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,335762,ST MARYS CENTER INC,ST. MARYS CENTER INC,Non profit - Corporation,516 WEST 126TH STREET,NEW YORK,NY,10027,2126621826,35.8,3.100,13.9,0,,70,35.8 residents × 3.100 nursing hours/resident/day ÷ 8h = 13.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,365271,CARRIAGE INN OF STEUBENVILLE,"3102 SAINT CHARLES DRIVE OPERATING COMPANY, INC.",For profit - Limited Liability company,3102 ST CHARLES DRIVE,STEUBENVILLE,OH,43952,7402647161,99.1,3.590,44.5,0,,70,99.1 residents × 3.590 nursing hours/resident/day ÷ 8h = 44.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,365533,JOSHUA TREE CARE CENTER,OLMSTED MANOR LTD,For profit - Individual,27500 MILL RD,NORTH OLMSTED,OH,44070,4407778444,34.3,3.318,14.2,0,,70,34.3 residents × 3.318 nursing hours/resident/day ÷ 8h = 14.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,365654,AUSTINWOODS REHAB HEALTH CARE,AUSTINWOODS NURSING CENTER INC,For profit - Individual,4780 KIRK RD,AUSTINTOWN,OH,44515,3307927681,85.4,4.508,48.1,0,,70,85.4 residents × 4.508 nursing hours/resident/day ÷ 8h = 48.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,365742,NATIONAL CHURCH RESIDENCES BRISTOL VILLAGE,WAVERLY CARE CENTER INC,Non profit - Corporation,444 CHERRY ST,WAVERLY,OH,45690,7409472113,33.2,3.616,15.0,0,,70,33.2 residents × 3.616 nursing hours/resident/day ÷ 8h = 15.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,366035,MOMENTOUS HEALTH AT VANDALIA,VANDALIA REHAB LLC,For profit - Limited Liability company,208 NORTH CASSEL ROAD,VANDALIA,OH,45377,9378984202,109.9,3.029,41.6,0,,70,109.9 residents × 3.029 nursing hours/resident/day ÷ 8h = 41.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,375166,THE OAKS HEALTHCARE CENTER,"THE OAKS HEALTHCARE CENTER - POTEAU, LLC",For profit - Limited Liability company,1501 CLAYTON AVENUE,POTEAU,OK,74953,9186478236,108.8,3.072,41.8,0,,70,108.8 residents × 3.072 nursing hours/resident/day ÷ 8h = 41.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,375518,THE HEALTH CENTER AT CONCORDIA,LUTHERAN SENIOR CITIZENS INC,Non profit - Church related,7707 WEST BRITTON ROAD,OKLAHOMA CITY,OK,73132,4057207200,25.9,5.139,16.6,0,,70,25.9 residents × 5.139 nursing hours/resident/day ÷ 8h = 16.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,375535,LATIMER NURSING HOME,LATIMER LONG TERM CARE LLC,For profit - Limited Liability company,103 SOUTHWEST 9TH STREET,WILBURTON,OK,74578,9184652255,28.6,4.444,15.9,0,,70,28.6 residents × 4.444 nursing hours/resident/day ÷ 8h = 15.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,395341,ELK HAVEN NURSING HOME,ELK HAVEN NURSING HOME ASSOCIATION,Non profit - Corporation,785 JOHNSONBURG ROAD,SAINT MARYS,PA,15857,8142342618,95.6,3.792,45.3,0,,70,95.6 residents × 3.792 nursing hours/resident/day ÷ 8h = 45.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,396090,Preston Residence,JENNER'S POND INC.,Non profit - Corporation,200 SYCAMORE DRIVE,WEST GROVE,PA,19390,6108696767,27.5,4.895,16.8,0,,70,27.5 residents × 4.895 nursing hours/resident/day ÷ 8h = 16.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,425103,John Edward Harter Nursing Center,ALLENDALE COUNTY HOSPITAL BOARD,Government - City/county,185 Revolutionary Trail,Fairfax,SC,29827,8036323334,25.4,5.317,16.9,0,,70,25.4 residents × 5.317 nursing hours/resident/day ÷ 8h = 16.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,435092,HIGHMORE HEALTH,"HH HOLDINGS, INC.",Non profit - Corporation,410 8TH STREET SE,HIGHMORE,SD,57345,6058522255,36.5,3.094,14.1,0,,70,36.5 residents × 3.094 nursing hours/resident/day ÷ 8h = 14.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
