licenseNumber,businessName,businessType,address,city,state,zip,county,phone,issueDate,expirationDate,classifications,workersCompCoverageType,workersCompInsuranceCompany,workersCompPolicyExpiration,sourceFiles
1053003,HOMEXPERTS INC,Corporation,"1320 WILLOW PASS RD,SUITE 600",CONCORD,CA,94520,Contra Costa,(833) 699 7378,04/30/2019,04/30/2027,B | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,05/03/2027,CSLBSearchData_163342171.xlsx
942829,HONEYS AIR & SOLAR,Corporation,501 BITRITTO WAY,MODESTO,CA,95356,Stanislaus,(209) 523 2345,01/29/2010,01/31/2028,C10 | C17 | C20 | C36 | C46,Workers' Compensation Insurance,ZURICH AMERICAN INSURANCE COMPANY,10/01/2026,CSLBSearchData_163528025.xlsx
949707,HOOKED ON SOLAR INC,Corporation,2571 WARREN DRIVE,ROCKLIN,CA,95677,Placer,(855) 466 5332,07/08/2010,06/30/2027,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,06/04/2027,CSLBSearchData_163505900.xlsx
987927,HORIZON ENERGY SYSTEMS LLC,Limited Liability,5024 ENGLE ROAD,CARMICHAEL,CA,95608,Sacramento,(833) 667 4324,10/23/2013,07/31/2027,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,11/01/2026,CSLBSearchData_163505900.xlsx
940550,HOT PURPLE ENERGY,Corporation,P O BOX 261,PALM SPRINGS,CA,92263,Riverside,(760) 898 3939,12/01/2009,12/31/2027,B | C46,Workers' Compensation Insurance,OAK RIVER INSURANCE COMPANY,05/01/2027,CSLBSearchData_163505900.xlsx
898737,HOWE ELECTRIC CONSTRUCTION INC,Corporation,4682 E OLIVE AVENUE,FRESNO,CA,93702,Fresno,(559) 255 8992,06/18/2007,06/30/2027,B | C10 | C46,Workers' Compensation Insurance,CONTINENTAL INSURANCE COMPANY (THE),11/01/2026,CSLBSearchData_163342171.xlsx
1142194,HP ELECTRICAL LLC,Limited Liability,10315 COMSTOCK LANE,AUBURN,CA,95603,Placer,(470) 504 4045,08/19/2025,08/31/2027,B | C10 | C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),11/12/2026,CSLBSearchData_163505900.xlsx
1048126,HPM SOLAR INC,Corporation,1081 W 9TH ST,UPLAND,CA,91786,San Bernardino,(909) 297 3284,12/19/2018,12/31/2026,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,12/01/2026,CSLBSearchData_163505900.xlsx
793014,HPS PLUMBING SERVICES,Corporation,3100 E BELLE TERRACE,BAKERSFIELD,CA,93307,Kern,(661) 397 2121,03/27/2001,03/31/2027,A | B | C-2 | C-4 | C10 | C16 | C20 | C34 | C36 | C42 | C43 | C46,Workers' Compensation Insurance,ZURICH AMERICAN INSURANCE COMPANY,07/01/2027,CSLBSearchData_163412289.xlsx
975784,HRC HOME IMPROVEMENT INC,Corporation,"27365 INDUTRIAL BLVD,UNIT D",HAYWARD,CA,94545,Alameda,(855) 827 8957,08/14/2012,08/31/2026,B | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,06/21/2027,CSLBSearchData_163342171.xlsx
352336,HUDSPETH CONSTRUCTION INC,Corporation,817 S BOLLINGER CT,VISALIA,CA,93277,Tulare,(559) 625 1371,02/06/1978,07/31/2028,A | B | C-8 | C46,Workers' Compensation Insurance,EVEREST PREMIER INSURANCE COMPANY,02/01/2027,CSLBSearchData_163547774.xlsx
1028965,I LOVE MY SOLAR INC,Corporation,1550 CARBONDALE ROAD,IONE,CA,95640,Amador,(877) 607 6527,07/14/2017,08/31/2027,B | C10 | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,07/12/2027,CSLBSearchData_163342171.xlsx
937645,ILLUMINATE SOLAR COMPANY,Corporation,155 LAKEWOOD RD,WALNUT CREEK,CA,94598,Contra Costa,(925) 324 7176,09/10/2009,06/30/2027,B | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,11/11/2026,CSLBSearchData_163342171.xlsx
1125951,IMPACT SOLAR ENERGY LLC,Limited Liability,25 SHELL BARK,IRVINE,CA,92618,Orange,(949) 344 5640,09/04/2024,09/30/2028,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,09/18/2026,CSLBSearchData_163444973.xlsx
1086834,INDIGO SOLAR,Sole Owner,26820 CRILLY RD,CORONA,CA,92883,Riverside,(951) 427 4527,02/01/2022,02/29/2028,C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),11/22/2026,CSLBSearchData_163505900.xlsx
1008917,INFINITE SOLAR INC,Corporation,1111 DORIS AVE,OXNARD,CA,93030,Ventura,(805) 807 5550,11/12/2015,08/31/2028,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,12/17/2026,CSLBSearchData_163547774.xlsx
992065,INFINITY ELECTRIC & GENERATORS,Corporation,9076 LYNDORA STREET,DOWNEY,CA,90242,Los Angeles,(323) 382 4271,04/12/2014,03/31/2028,C10 | C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),06/01/2027,CSLBSearchData_163412289.xlsx
698270,INSTALLATION OF DATA & TELECOMMUNICATIONS,Partnership,517 JACOBY ST STE C,SAN RAFAEL,CA,94901,Marin,(415) 226 0020,11/01/1994,11/30/2026,C-7 | C46,Workers' Compensation Insurance,HARTFORD CASUALTY INSURANCE COMPANY,04/20/2027,CSLBSearchData_163444973.xlsx
750325,"INTEGRITY HEATING, AIR & SOLAR",Corporation,5213 INDUSTRIAL WAY,ANDERSON,CA,96007,Shasta,(530) 365 9100,06/05/1998,09/30/2026,C20 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,07/01/2027,CSLBSearchData_163528025.xlsx
522166,INTERSTATE ROOFING AND SOLAR,Corporation,10401 PEARMAIN STREET,OAKLAND,CA,94603,Alameda,(510) 639 0833,12/29/1987,12/31/2027,C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/01/2027,CSLBSearchData_163342171.xlsx
868592,ITECH SOLUTION,Sole Owner,P O BOX 270040,SAN JOSE,CA,95127,Santa Clara,(408) 832 8150,12/03/2005,12/31/2027,A | B | C-7 | C-8 | C10 | C12 | C27 | C46 | D28,Workers' Compensation Insurance,ALLMERICA FINANCIAL BENEFIT INSURANCE COMPANY,04/02/2027,CSLBSearchData_163528025.xlsx
1107914,J AIRCON INC,Corporation,21023 STODDARD WELLS RD,WALNUT,CA,91789,Los Angeles,(626) 890 9109,07/31/2023,07/31/2027,B | C20 | C36 | C46,Workers' Compensation Insurance,NATIONAL FIRE INSURANCE COMPANY OF HARTFORD,07/25/2026,CSLBSearchData_163412289.xlsx
911492,J K B ENERGY,Corporation,P O BOX 2998,TURLOCK,CA,95381,Stanislaus,(209) 632 2647,02/28/2008,02/29/2028,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,12/31/2026,CSLBSearchData_163528025.xlsx
991112,J K B ENERGY CORPORATION,Corporation,PO BOX 2998,TURLOCK,CA,95381,Stanislaus,(209) 632 2647,03/07/2014,03/31/2028,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,12/31/2026,CSLBSearchData_163528025.xlsx
1055529,J N BUILDS INC,Corporation,1514 CURTIS AVE,MANHATTAN BEACH,CA,90266,Los Angeles,(310) 426 8055,07/05/2019,07/31/2027,A | B | C46 | C51,Workers' Compensation Insurance,OMAHA NATIONAL CASUALTY COMPANY,07/05/2027,CSLBSearchData_163412289.xlsx
865672,J Q S CONSTRUCTION SERVICES,Sole Owner,12962 FENTON AVENUE,SYLMAR,CA,91342,Los Angeles,(818) 613 7221,10/12/2005,10/31/2027,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,07/18/2027,CSLBSearchData_163412289.xlsx
401802,J R PUTMAN INC,Corporation,11330 SUNRISE PARK DR STE A,RANCHO CORDOVA,CA,95742,Sacramento,(916) 638 2442,03/30/1981,09/30/2026,B | C-2 | C20 | C36 | C46,Workers' Compensation Insurance,INDEMNITY INSURANCE COMPANY OF NORTH AMERICA,10/01/2026,CSLBSearchData_163505900.xlsx
815888,J T ELECTRIC INC,Corporation,7500 MONTEREY ST #3,GILROY,CA,95020,Santa Clara,(408) 426 1867,12/16/2002,09/30/2027,C10 | C46,Workers' Compensation Insurance,HARTFORD CASUALTY INSURANCE COMPANY,12/01/2026,CSLBSearchData_163528025.xlsx
1064241,JC SOLAR ENTERPRISES INC,Corporation,4545 INDUSTRIAL ST #5P,SIMI VALLEY,CA,93063,Ventura,(805) 864 9052,03/12/2020,01/31/2028,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/12/2027,CSLBSearchData_163547774.xlsx
909002,JEBL ENGINEERING & CONSTRUCTION INC,Corporation,3629 LAWNWOOD DR,SAN LUIS OBISPO,CA,93401,San Luis Obispo,(805) 215 2556,01/11/2008,09/30/2027,A | B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/04/2027,CSLBSearchData_163505900.xlsx
939675,JEFF PERIERA HOME ENERGY INC,Corporation,3724 ALKEN STREET,BAKERSFIELD,CA,93308,Kern,(661) 454 5568,10/31/2009,01/31/2027,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/24/2027,CSLBSearchData_163412289.xlsx
708935,JONAS ENERGY SOLUTIONS,Corporation,PO BOX 277,LOWER LAKE,CA,95457,Lake,(707) 994 5911,06/27/1995,06/30/2027,C10 | C20 | C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),08/19/2027,CSLBSearchData_163412289.xlsx
874560,JOVIC CONSTRUCTION INC,Corporation,291 E FRANKLIN AVE,POMONA,CA,91766,Los Angeles,(760) 641 1624,03/18/2006,09/30/2027,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,12/04/2026,CSLBSearchData_163412289.xlsx
1082343,JP SOLAR SERVICES INC,Corporation,5307 FLEMING RD,ATWATER,CA,95301,Merced,(209) 445 0705,10/11/2021,09/30/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/07/2027,CSLBSearchData_163444973.xlsx
720646,KEN'S SOLAR SERVICE,Sole Owner,5779 WINFIELD BLVD UNIT A-8,SAN JOSE,CA,95123,Santa Clara,(408) 559 8111,04/01/1996,04/30/2028,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,02/01/2027,CSLBSearchData_163528025.xlsx
787317,KERN MECHANICAL INC,Corporation,2830 FAIRHAVEN DRIVE,BAKERSFIELD,CA,93308,Kern,(661) 324 0214,11/14/2000,10/13/2026,B | C20 | C43 | C46,Workers' Compensation Insurance,OAK RIVER INSURANCE COMPANY,07/02/2027,CSLBSearchData_163412289.xlsx
1119258,KING ELECTRIC AND SOLAR INC,Corporation,P O BOX 3167,AUBURN,CA,95604,Placer,(916) 597 0971,04/12/2024,04/30/2028,C10 | C46,Workers' Compensation Insurance,EMPLOYERS COMPENSATION INSURANCE COMPANY,04/28/2027,CSLBSearchData_163505900.xlsx
1028324,KINGDOM SOLAR INC,Corporation,"2003 PREISKER LN,STE A",SANTA MARIA,CA,93454,Santa Barbara,(925) 481 8903,06/26/2017,10/31/2027,C10 | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,09/08/2026,CSLBSearchData_163528025.xlsx
1042456,KLEIN CONSTRUCTION INC,Corporation,12442 LA MAIDA STREET,VALLEY VILLAGE,CA,91607,Los Angeles,(323) 653 5085,07/30/2018,07/31/2028,B | C10 | C15 | C16 | C20 | C36 | C46 | C53 | D28,Workers' Compensation Insurance,STATE FARM FIRE AND CASUALTY COMPANY,01/01/2027,CSLBSearchData_163412289.xlsx
775849,KS ELECTRIC,Corporation,40380 BRICKYARD DR,MADERA,CA,93636,Madera,(559) 658 2525,03/06/2000,01/31/2027,B | C10 | C46,Workers' Compensation Insurance,STARNET INSURANCE COMPANY,01/20/2027,CSLBSearchData_163412289.xlsx
1158273,KX CONSTRUCTION LLC,Limited Liability,1034 STOCKTON ST APT 6,SAN FRANCISCO,CA,94108,San Francisco,(415) 860 7881,07/20/2026,07/31/2028,B | C10 | C20 | C36 | C46,Workers' Compensation Insurance,EMPLOYERS COMPENSATION INSURANCE COMPANY,06/18/2027,CSLBSearchData_163505900.xlsx
1115117,L J HEATING AND AIR CONDITIONING INC,Corporation,P O BOX 828,MARYSVILLE,CA,95901,Yuba,(530) 301 9632,01/17/2024,01/31/2028,C20 | C46,Workers' Compensation Insurance,AMTRUST INSURANCE COMPANY,01/05/2027,CSLBSearchData_163547774.xlsx
983334,L T S SOLAR ENERGY,Sole Owner,18827 RANGELAND ROAD,RAMONA,CA,92065,San Diego,(760) 505 6822,04/30/2013,04/30/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,12/31/2026,CSLBSearchData_163505900.xlsx
1112295,LA CRESTA HOLDINGS INC,Corporation,"23811 WASHINGTON AVE,STE C 110 - 232",MURRIETA,CA,92562,Riverside,(951) 837 1209,11/03/2023,11/30/2027,A | B | C10 | C39 | C46,Workers' Compensation Insurance,EVEREST PREMIER INSURANCE COMPANY,11/01/2026,CSLBSearchData_163505900.xlsx
627629,LAKESHORE ELECTRIC & ENGINEERING COMPANY INC,Corporation,44 N JACKSON AVE F - 26,SAN JOSE,CA,95116,Santa Clara,(408) 506 4143,09/05/1991,09/30/2027,A | C10 | C46,Workers' Compensation Insurance,TECHNOLOGY INSURANCE COMPANY INC,11/01/2026,CSLBSearchData_163528025.xlsx
1006199,LANDSCAPE & TREE COMPANY,Corporation,9340 VIKING PLACE,ROSEVILLE,CA,95747,Placer,(916) 246 9987,08/06/2015,08/31/2027,B | C27 | C39 | C46 | C53 | D49 | D59,Workers' Compensation Insurance,SUNZ INSURANCE COMPANY,01/01/2027,CSLBSearchData_163505900.xlsx
669156,LANDSCAPE ARTISTRY INCORPORATED,Corporation,1155 CAMINO DEL MAR #555,DEL MAR,CA,92014,San Diego,(858) 483 5030,04/13/1993,12/31/2026,B | C27 | C46 | C53,Workers' Compensation Insurance,TECHNOLOGY INSURANCE COMPANY INC,03/01/2027,CSLBSearchData_163505900.xlsx
514239,LAREY V O,Sole Owner,1742 PINE STREET,HUNTINGTON BEACH,CA,92646,Orange,(714) 305 4955,07/15/1987,07/31/2027,B | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,11/23/2026,CSLBSearchData_163444973.xlsx
721329,LE HEATING & AIR CONDITIONING,Sole Owner,3016 NIEMAN BLVD,SAN JOSE,CA,95148,Santa Clara,(408) 591 8561,04/12/1996,04/30/2028,C20 | C46,Workers' Compensation Insurance,HARTFORD CASUALTY INSURANCE COMPANY,09/22/2026,CSLBSearchData_163528025.xlsx
296899,LENZI CONSTRUCTION,Sole Owner,PO BOX 343,VICTOR,CA,95253,San Joaquin,(209) 224 5950,08/02/1974,09/30/2027,B | C46,Workers' Compensation Insurance,ZURICH AMERICAN INSURANCE COMPANY,08/24/2026,CSLBSearchData_163505900.xlsx
1007527,LENZI INCORPORATED,Corporation,P O BOX 343,VICTOR,CA,95253,San Joaquin,(209) 224 5950,09/22/2015,09/30/2027,B | C-8 | C21 | C46,Workers' Compensation Insurance,ZURICH AMERICAN INSURANCE COMPANY,08/24/2026,CSLBSearchData_163505900.xlsx
773026,LGM CONSTRUCTION,Corporation,PO BOX 338,JACKSON,CA,95642,Amador,(209) 223 3583,12/29/1999,12/31/2027,A | B | C46,Workers' Compensation Insurance,STARNET INSURANCE COMPANY,05/07/2027,CSLBSearchData_163342171.xlsx
978938,LIM SOLUTIONS INC,Corporation,16352 SPARTAN,HUNTINGTON BEACH,CA,92649,Orange,(714) 875 2134,11/27/2012,11/30/2026,B | C20 | C36 | C46,Workers' Compensation Insurance,SEQUOIA INSURANCE COMPANY,09/08/2026,CSLBSearchData_163444973.xlsx
1033488,LOS ANGELES SOLAR PROS,Corporation,"5260 POMONA BLVD,UNIT 102",LOS ANGELES,CA,90022,Los Angeles,(323) 350 2138,12/01/2017,12/31/2027,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,07/07/2027,CSLBSearchData_163412289.xlsx
983600,LOTUS ENERGY,Sole Owner,PO BOX 15,COLOMA,CA,95613,El Dorado,(530) 409 8501,05/09/2013,05/31/2027,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,07/14/2027,CSLBSearchData_163342171.xlsx
1114147,LUMENEXX,Corporation,385 S LEMON AVENUE STE E-242,WALNUT,CA,91789,Los Angeles,(909) 530 0355,12/19/2023,12/31/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/30/2026,CSLBSearchData_163412289.xlsx
845219,LUMINALT ENERGY CORPORATION,Corporation,10 CAROLINA STREET,SAN FRANCISCO,CA,94103,San Francisco,(415) 640 4000,08/23/2004,07/31/2028,B | C10 | C20 | C46,Workers' Compensation Insurance,REDWOOD FIRE AND CASUALTY INSURANCE CO,01/24/2027,CSLBSearchData_163505900.xlsx
939364,LUNDY SOLAR AND ROOFING COMPANY,Sole Owner,11501 DUBLIN BLVD SUITE 200,DUBLIN,CA,94568,Alameda,(408) 459 2273,10/26/2009,10/31/2027,B | C10 | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,12/01/2026,CSLBSearchData_163342171.xlsx
815891,M D ELECTRIC & SOLAR INC,Corporation,38191 OLD STAGE RD,GUALALA,CA,95445,Mendocino,(707) 884 1862,12/16/2002,08/31/2028,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,05/03/2027,CSLBSearchData_163444973.xlsx
440297,M S SHUFELBERGER CONSTRUCTION,Sole Owner,9580 CROSSROADS DR,REDDING,CA,96003,Shasta,(530) 221 8555,05/16/1983,05/31/2027,A | B | C46,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,10/01/2026,CSLBSearchData_163528025.xlsx
1000366,MAC GREINE ENERGY CORP,Corporation,1507 E MAPLE AVE UNIT B,EL SEGUNDO,CA,90245,Los Angeles,(310) 428 1749,01/20/2015,01/31/2027,C39 | C46,Workers' Compensation Insurance,MIDWEST EMPLOYERS CASUALTY COMPANY,03/11/2027,CSLBSearchData_163412289.xlsx
477233,MAC'S SOLAR,Corporation,162 VISTA DEL MAR,SANTA BARBARA,CA,93109,Santa Barbara,(805) 682 3386,07/25/1985,05/31/2028,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/01/2027,CSLBSearchData_163528025.xlsx
1025477,MAGIC SOLAR SAN DIEGO LLC,Limited Liability,4140 OCEANSIDE BLVD 159-1200,OCEANSIDE,CA,92056,San Diego,(619) 728 4928,04/05/2017,10/31/2027,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/01/2027,CSLBSearchData_163505900.xlsx
815323,MAGNOLIA HEATING & COOLING INC,Corporation,6990 JURUPA AVENUE,RIVERSIDE,CA,92504,Riverside,(951) 688 3524,11/26/2002,11/30/2026,C20 | C46,Workers' Compensation Insurance,NATIONWIDE GENERAL INSURANCE COMPANY,06/01/2027,CSLBSearchData_163505900.xlsx
799729,MAINTEL INC,Corporation,112 WEST 9TH STREET #410,LOS ANGELES,CA,90015,Los Angeles,(213) 627 4491,09/26/2001,09/30/2027,C-7 | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,11/24/2026,CSLBSearchData_163412289.xlsx
749299,MARIN MECHANICAL II INC,Corporation,3100 KERNER BLVD SUITE B-1,SAN RAFAEL,CA,94901,Marin,(415) 485 4472,05/12/1998,05/31/2028,A | B | C-4 | C36 | C46,Workers' Compensation Insurance,EVEREST PREMIER INSURANCE COMPANY,06/10/2027,CSLBSearchData_163444973.xlsx
701317,MARKS SOLAR INC,Corporation,1632 GARDEN ROAD,DURHAM,CA,95938,Butte,(530) 680 7331,01/13/1995,04/30/2027,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/25/2027,CSLBSearchData_163342171.xlsx
299990,MASELLIS ELECTRIC & SOLAR INC,Corporation,23845 E RIVER ROAD,ESCALON,CA,95320,San Joaquin,(209) 838 1368,11/20/1974,11/30/2026,C10 | C27 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,10/01/2026,CSLBSearchData_163505900.xlsx
768926,MASTERS ELECTRIC,Corporation,6608 DOOLITTLE AVE,RIVERSIDE,CA,92503,Riverside,(951) 515 1290,09/17/1999,09/30/2027,B | C-7 | C10 | C46,Workers' Compensation Insurance,VALLEY FORGE INSURANCE COMPANY,10/18/2026,CSLBSearchData_163505900.xlsx
895469,MAXUM ENERGY INC,Corporation,2625 TOWNSGATE ROAD STE 330,WESTLAKE VILLAGE,CA,91361,Ventura,(818) 855 9203,04/28/2007,04/30/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,05/19/2027,CSLBSearchData_163547774.xlsx
941211,MCCALMONT CORPORATION,Corporation,1624 DELL AVENUE,CAMPBELL,CA,95008,Santa Clara,(408) 871 9600,12/21/2009,12/31/2027,B | C10 | C46,Workers' Compensation Insurance,HARTFORD CASUALTY INSURANCE COMPANY,12/16/2026,CSLBSearchData_163528025.xlsx
965286,MCKEEVER ENERGY & ELECTRIC INC,Corporation,5000 WEST END RD 4,ARCATA,CA,95521,Humboldt,(707) 407 6990,09/07/2011,09/30/2027,A | C10 | C46,Workers' Compensation Insurance,,,CSLBSearchData_163412289.xlsx
1060850,MEASURE THE SUN INC,Corporation,11138 DEL AMO BLVD,LAKEWOOD,CA,90715,Los Angeles,(562) 999 1417,11/27/2019,12/31/2027,C10 | C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),07/28/2027,CSLBSearchData_163412289.xlsx
663552,MECHANICAL GROUP,Limited Liability,625 S PALM ST STE H,LA HABRA,CA,90631,Orange,(562) 694 0110,01/25/1993,08/31/2027,C20 | C46,Workers' Compensation Insurance,XL SPECIALTY INSURANCE COMPANY,06/23/2027,CSLBSearchData_163444973.xlsx
996940,MECHPROS HEATING AND AIR CONDITIONING,Sole Owner,5702 MARSH DRIVE STE B,PACHECO,CA,94553,Contra Costa,(925) 665 9003,09/20/2014,09/30/2026,C20 | C46,Workers' Compensation Insurance,AMTRUST INSURANCE COMPANY,07/09/2027,CSLBSearchData_163342171.xlsx
584591,MEDINA'S HEATING AND AIR - CONDITIONING INC,Corporation,3025 W VALLEY BOULEVARD,ALHAMBRA,CA,91803,Los Angeles,(626) 289 9438,01/06/1990,07/31/2028,C10 | C20 | C38 | C43 | C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),01/25/2027,CSLBSearchData_163412289.xlsx
777269,MEGA ELECTRIC & P V INC,Corporation,811 HARBOR ROAD,ALAMEDA,CA,94502,Alameda,(510) 504 9696,04/10/2000,04/30/2028,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,10/01/2026,CSLBSearchData_163342171.xlsx
1029183,MEI RENEWABLES INC,Corporation,382 TESCONI COURT,SANTA ROSA,CA,95401,Sonoma,(707) 791 2000,07/21/2017,07/31/2027,C46,Workers' Compensation Insurance,PRAETORIAN INSURANCE COMPANY,06/26/2027,CSLBSearchData_163528025.xlsx
949517,MERMAID POOLS,Sole Owner,4830 LIVE OAK CANYON ROAD,LA VERNE,CA,91750,Los Angeles,(800) 606 0406,06/30/2010,06/30/2028,C46 | C53,Workers' Compensation Insurance,HARTFORD CASUALTY INSURANCE COMPANY,10/16/2026,CSLBSearchData_163412289.xlsx
611215,MESA ENERGY SYSTEMS INC,Corporation,2 CROMWELL,IRVINE,CA,92618,Orange,(949) 460 0460,01/27/1991,01/31/2027,B | C-4 | C-7 | C10 | C20 | C36 | C38 | C46,Workers' Compensation Insurance,CONTINENTAL INSURANCE COMPANY (THE),10/01/2026,CSLBSearchData_163444973.xlsx
510978,MGP CONSTRUCTION,Sole Owner,P O BOX 355,UPLAND,CA,91785,San Bernardino,(909) 982 2364,05/19/1987,04/30/2027,A | B | C10 | C36 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,05/01/2027,CSLBSearchData_163505900.xlsx
967354,MICHAEL & SUN SOLAR INC,Corporation,P O BOX 442,GRATON,CA,95444,Sonoma,(707) 494 7902,11/02/2011,11/30/2027,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/19/2027,CSLBSearchData_163528025.xlsx
835608,MICHAEL ROBERTS CONSTRUCTION INC,Corporation,1660 DELL AVENUE,CAMPBELL,CA,95008,Santa Clara,(408) 374 3662,04/07/2004,04/30/2028,A | B | C-5 | C-9 | C36 | C46 | HAZ,Workers' Compensation Insurance,SENTINEL INSURANCE COMPANY LTD,08/01/2027,CSLBSearchData_163528025.xlsx
370265,MID - STATE SOLAR,Corporation,450 GLASS LANE STE A-1,MODESTO,CA,95356,Stanislaus,(209) 551 7800,02/27/1979,02/28/2027,C36 | C46 | D35,Workers' Compensation Insurance,CONTINENTAL INDEMNITY COMPANY,01/01/2027,CSLBSearchData_163528025.xlsx
1086362,MID VALLEY POWER,Corporation,3111 STONE AVE,MODESTO,CA,95358,Stanislaus,(209) 554 5505,01/20/2022,01/31/2028,A | C10 | C46,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,09/01/2026,CSLBSearchData_163528025.xlsx
413730,MIDNIGHT CRANE SERVICES,Corporation,2561 N PURDUE,FRESNO,CA,93727,Fresno,(559) 224 1726,11/04/1981,06/30/2027,C20 | C46,Workers' Compensation Insurance,INSURANCE COMPANY OF THE WEST,02/28/2027,CSLBSearchData_163342171.xlsx
731809,MIKE THE POOLMAN INC,Corporation,"705 EAST BIDWELL STREET,#2-299",FOLSOM,CA,95630,Sacramento,(916) 985 7665,01/28/1997,06/30/2028,C46 | C53,Workers' Compensation Insurance,NORGUARD INSURANCE COMPANY,10/27/2026,CSLBSearchData_163505900.xlsx
1007601,MODERNIZE CONSTRUCTION INC,Corporation,9477 GREENBACK LANE #112,FOLSOM,CA,95630,Sacramento,(916) 293 5900,09/23/2015,09/30/2027,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/13/2027,CSLBSearchData_163505900.xlsx
1158734,MOHR ENERGY INC,Corporation,P.O. BOX 424,CORONA,CA,92878,Riverside,(951) 532 7880,07/28/2026,07/31/2028,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,05/28/2027,CSLBSearchData_163505900.xlsx
594693,MOORE SOLAR AND GREEN CONTRUCTION,Sole Owner,3820 LOMITAS DRIVE,LOS ANGELES,CA,90032,Los Angeles,(323) 221 1260,05/24/1990,02/28/2027,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/09/2027,CSLBSearchData_163412289.xlsx
1075045,MORALES ELECTRIC,Sole Owner,11521 FREEMAN AVE,HAWTHORNE,CA,90250,Los Angeles,(310) 703 9066,04/22/2021,04/30/2027,C10 | C46,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,03/23/2027,CSLBSearchData_163412289.xlsx
481394,MOUNTAIN AIRE HEATING & AIR CONDITIONING INC,Corporation,PO BOX 365,COARSEGOLD,CA,93614,Madera,(559) 683 2040,10/22/1985,12/31/2027,C10 | C20 | C46,Workers' Compensation Insurance,OAK RIVER INSURANCE COMPANY,01/01/2027,CSLBSearchData_163412289.xlsx
